"","task_Type","Congruency","present_time","num_ratio","SurfAreaRatio","CH_Ratio","ADS_Ratio","Density_Ratio","mean_crseen"
"2831","Surface Judgment","Incongruent","0.1",0.5,4.4321,0.4966,0.1128,0.4543,0.875
"2832","Surface Judgment","Incongruent","0.1",0.5,4.4887,0.495,0.1114,0.4501,1
"2833","Surface Judgment","Incongruent","0.1",0.5,4.6564,0.4744,0.1074,0.4527,1
"2834","Surface Judgment","Incongruent","0.1",0.5,4.9077,0.488,0.1019,0.4175,0.888888888888889
"2835","Surface Judgment","Incongruent","0.1",0.5,5.1338,0.4747,0.0974,0.4103,1
"2836","Surface Judgment","Incongruent","0.1",0.5,5.2884,0.4793,0.0945,0.3945,0.833333333333333
"2837","Surface Judgment","Incongruent","0.1",0.5,7.669,0.4773,0.0652,0.2732,1
"2838","Surface Judgment","Incongruent","0.1",0.5,8.7655,0.4865,0.057,0.2345,1
"2839","Surface Judgment","Incongruent","0.1",0.5,10.5187,0.4846,0.0475,0.1962,1
"2840","Surface Judgment","Incongruent","0.1",0.6,0.1679,0.5754,0.1007,0.2918,1
"2841","Surface Judgment","Incongruent","0.1",0.6,0.186,0.5812,0.1116,0.32,1
"2842","Surface Judgment","Incongruent","0.1",0.6,0.1905,0.5859,0.1143,0.3252,1
"2843","Surface Judgment","Incongruent","0.1",0.6,0.2306,0.6122,0.1384,0.3767,1
"2844","Surface Judgment","Incongruent","0.1",0.6,0.2333,0.5755,0.14,0.4054,1
"2845","Surface Judgment","Incongruent","0.1",0.6,0.2495,0.5891,0.1497,0.4234,1
"2846","Surface Judgment","Incongruent","0.1",0.6,0.2523,0.5838,0.1514,0.4321,1
"2847","Surface Judgment","Incongruent","0.1",0.6,0.2681,0.5843,0.1609,0.4588,1
"2848","Surface Judgment","Incongruent","0.1",0.6,0.2852,0.5794,0.1711,0.4922,1
"2849","Surface Judgment","Incongruent","0.1",0.6,0.2933,0.5823,0.176,0.5037,1
"2850","Surface Judgment","Incongruent","0.1",0.6,0.3038,0.5843,0.1823,0.52,0.888888888888889
"2851","Surface Judgment","Incongruent","0.1",0.6,0.3059,0.5812,0.1835,0.5263,1
"2852","Surface Judgment","Incongruent","0.1",0.6,0.3075,0.5983,0.1845,0.514,1
"2853","Surface Judgment","Incongruent","0.1",0.6,0.3307,0.5954,0.1984,0.5554,1
"2854","Surface Judgment","Incongruent","0.1",0.6,0.3332,0.5891,0.1999,0.5655,0.933333333333333
"2855","Surface Judgment","Incongruent","0.1",0.6,0.3418,0.5739,0.2051,0.5956,1
"2856","Surface Judgment","Incongruent","0.1",0.6,0.35,0.5895,0.21,0.5937,1
"2857","Surface Judgment","Incongruent","0.1",0.6,0.3518,0.5802,0.2111,0.6064,1
"2858","Surface Judgment","Incongruent","0.1",0.6,0.3631,0.5696,0.2178,0.6374,1
"2859","Surface Judgment","Incongruent","0.1",0.6,0.3636,0.5924,0.2182,0.6138,1
"2860","Surface Judgment","Incongruent","0.1",0.6,0.3701,0.6101,0.2221,0.6067,1
"2861","Surface Judgment","Incongruent","0.1",0.6,0.378,0.5882,0.2268,0.6426,1
"2862","Surface Judgment","Incongruent","0.1",0.6,0.3927,0.5698,0.2356,0.6892,1
"2863","Surface Judgment","Incongruent","0.1",0.6,0.4006,0.5929,0.2404,0.6756,1
"2864","Surface Judgment","Incongruent","0.1",0.6,0.4057,0.5933,0.2434,0.6838,1
"2865","Surface Judgment","Incongruent","0.1",0.6,2.3697,0.5981,0.2532,0.7055,1
"2866","Surface Judgment","Incongruent","0.1",0.6,2.6103,0.59,0.2299,0.6493,0.909090909090909
"2867","Surface Judgment","Incongruent","0.1",0.6,2.695,0.5932,0.2226,0.6255,1
"2868","Surface Judgment","Incongruent","0.1",0.6,2.711,0.583,0.2213,0.6327,1
"2869","Surface Judgment","Incongruent","0.1",0.6,2.7143,0.5996,0.2211,0.6144,0.777777777777778
"2870","Surface Judgment","Incongruent","0.1",0.6,2.766,0.5957,0.2169,0.6069,1
"2871","Surface Judgment","Incongruent","0.1",0.6,2.7997,0.581,0.2143,0.6148,1
"2872","Surface Judgment","Incongruent","0.1",0.6,2.9153,0.5842,0.2058,0.5872,1
"2873","Surface Judgment","Incongruent","0.1",0.6,2.9258,0.5859,0.2051,0.5833,1
"2874","Surface Judgment","Incongruent","0.1",0.6,2.9416,0.6186,0.204,0.5495,1
"2875","Surface Judgment","Incongruent","0.1",0.6,3.0994,0.6087,0.1936,0.53,1
"2876","Surface Judgment","Incongruent","0.1",0.6,3.2321,0.5888,0.1856,0.5255,1
"2877","Surface Judgment","Incongruent","0.1",0.6,3.2563,0.5877,0.1843,0.5225,1
"2878","Surface Judgment","Incongruent","0.1",0.6,3.4032,0.5967,0.1763,0.4924,1
"2879","Surface Judgment","Incongruent","0.1",0.6,3.5151,0.6117,0.1707,0.4651,1
"2880","Surface Judgment","Incongruent","0.1",0.6,3.5798,0.5808,0.1676,0.4809,1
"2881","Surface Judgment","Incongruent","0.1",0.6,3.7492,0.5965,0.16,0.4472,0.888888888888889
"2882","Surface Judgment","Incongruent","0.1",0.6,3.8677,0.5896,0.1551,0.4385,1
"2883","Surface Judgment","Incongruent","0.1",0.6,3.9177,0.5781,0.1532,0.4416,1
"2884","Surface Judgment","Incongruent","0.1",0.6,3.9969,0.6025,0.1501,0.4152,1
"2885","Surface Judgment","Incongruent","0.1",0.6,3.9987,0.5959,0.15,0.4197,1
"2886","Surface Judgment","Incongruent","0.1",0.6,4.1272,0.5976,0.1454,0.4055,0.923076923076923
"2887","Surface Judgment","Incongruent","0.1",0.6,4.2491,0.5764,0.1412,0.4083,1
"2888","Surface Judgment","Incongruent","0.1",0.6,4.4467,0.5812,0.1349,0.3869,1
"2889","Surface Judgment","Incongruent","0.1",0.6,5.395,0.5826,0.1112,0.3181,1
"2890","Surface Judgment","Incongruent","0.1",0.7,0.3022,0.6781,0.2116,0.4457,1
"2891","Surface Judgment","Incongruent","0.1",0.7,0.3201,0.6732,0.2241,0.4755,1
"2892","Surface Judgment","Incongruent","0.1",0.7,0.3301,0.681,0.2311,0.4848,0.933333333333333
"2893","Surface Judgment","Incongruent","0.1",0.7,0.3385,0.6708,0.237,0.5047,1
"2894","Surface Judgment","Incongruent","0.1",0.7,0.381,0.6854,0.2667,0.5559,0.888888888888889
"2895","Surface Judgment","Incongruent","0.1",0.7,0.3842,0.6808,0.2689,0.5644,0.857142857142857
"2896","Surface Judgment","Incongruent","0.1",0.7,0.3931,0.6714,0.2751,0.5854,1
"2897","Surface Judgment","Incongruent","0.1",0.7,0.4301,0.6764,0.301,0.6358,1
"2898","Surface Judgment","Incongruent","0.1",0.7,0.4372,0.6855,0.306,0.6377,0.833333333333333
"2899","Surface Judgment","Incongruent","0.1",0.7,0.4394,0.6959,0.3076,0.6315,1
"2900","Surface Judgment","Incongruent","0.1",0.7,0.4912,0.6827,0.3438,0.7195,1
"2901","Surface Judgment","Incongruent","0.1",0.7,0.4987,0.686,0.3491,0.7269,1
"2902","Surface Judgment","Incongruent","0.1",0.7,0.5091,0.6888,0.3564,0.7392,1
"2903","Surface Judgment","Incongruent","0.1",0.7,0.5198,0.6768,0.3639,0.7681,0.818181818181818
"2904","Surface Judgment","Incongruent","0.1",0.7,0.524,0.6862,0.3668,0.7636,0.75
"2905","Surface Judgment","Incongruent","0.1",0.7,0.5336,0.68,0.3735,0.7847,0.857142857142857
"2906","Surface Judgment","Incongruent","0.1",0.7,0.5505,0.6869,0.3854,0.8015,1
"2907","Surface Judgment","Incongruent","0.1",0.7,0.5805,0.6821,0.4063,0.8511,0.75
"2908","Surface Judgment","Incongruent","0.1",0.7,0.6108,0.6766,0.4276,0.9028,0.75
"2909","Surface Judgment","Incongruent","0.1",0.7,0.6192,0.6742,0.4334,0.9184,0.8
"2910","Surface Judgment","Incongruent","0.1",0.7,0.6246,0.6757,0.4372,0.9244,1
"2911","Surface Judgment","Incongruent","0.1",0.7,0.6473,0.6821,0.4531,0.949,1
"2912","Surface Judgment","Incongruent","0.1",0.7,0.6486,0.6893,0.454,0.9409,0.857142857142857
"2913","Surface Judgment","Incongruent","0.1",0.7,0.649,0.6976,0.4543,0.9303,0.888888888888889
"2914","Surface Judgment","Incongruent","0.1",0.7,0.6738,0.6785,0.4717,0.993,0.833333333333333
"2915","Surface Judgment","Incongruent","0.1",0.7,1.7147,0.6934,0.4082,0.841,0.923076923076923
"2916","Surface Judgment","Incongruent","0.1",0.7,1.7369,0.7017,0.403,0.8205,1
"2917","Surface Judgment","Incongruent","0.1",0.7,1.774,0.6938,0.3946,0.8126,0.888888888888889
"2918","Surface Judgment","Incongruent","0.1",0.7,1.8544,0.691,0.3775,0.7804,0.916666666666667
"2919","Surface Judgment","Incongruent","0.1",0.7,1.8824,0.6862,0.3719,0.7742,1
"2920","Surface Judgment","Incongruent","0.1",0.7,1.8948,0.6798,0.3694,0.7763,1
"2921","Surface Judgment","Incongruent","0.1",0.7,1.8969,0.6825,0.369,0.7724,0.857142857142857
"2922","Surface Judgment","Incongruent","0.1",0.7,1.9471,0.6828,0.3595,0.7521,0.875
"2923","Surface Judgment","Incongruent","0.1",0.7,1.9891,0.6902,0.3519,0.7284,1
"2924","Surface Judgment","Incongruent","0.1",0.7,2.0975,0.6795,0.3337,0.7016,1
"2925","Surface Judgment","Incongruent","0.1",0.7,2.1033,0.6819,0.3328,0.6973,1
"2926","Surface Judgment","Incongruent","0.1",0.7,2.2228,0.6816,0.3149,0.6601,0.909090909090909
"2927","Surface Judgment","Incongruent","0.1",0.7,2.2727,0.6741,0.308,0.6527,0.909090909090909
"2928","Surface Judgment","Incongruent","0.1",0.7,2.2821,0.6728,0.3067,0.6513,1
"2929","Surface Judgment","Incongruent","0.1",0.7,2.3802,0.6916,0.2941,0.6075,0.777777777777778
"2930","Surface Judgment","Incongruent","0.1",0.7,2.3875,0.6849,0.2932,0.6115,1
"2931","Surface Judgment","Incongruent","0.1",0.7,2.4254,0.6703,0.2886,0.6151,1
"2932","Surface Judgment","Incongruent","0.1",0.7,2.4945,0.6836,0.2806,0.5864,1
"2933","Surface Judgment","Incongruent","0.1",0.7,2.5147,0.6823,0.2784,0.5829,1
"2934","Surface Judgment","Incongruent","0.1",0.7,2.7641,0.6904,0.2532,0.524,1
"2935","Surface Judgment","Incongruent","0.1",0.7,2.8796,0.6828,0.2431,0.5086,1
"2936","Surface Judgment","Incongruent","0.1",0.7,3.0114,0.7291,0.2325,0.4555,1
"2937","Surface Judgment","Incongruent","0.1",0.7,3.0816,0.6906,0.2272,0.4699,1
"2938","Surface Judgment","Incongruent","0.1",0.7,3.1023,0.6761,0.2256,0.4768,1
"2939","Surface Judgment","Incongruent","0.1",0.7,3.3109,0.6733,0.2114,0.4486,1
"2940","Surface Judgment","Incongruent","0.1",0.8,0.333,0.7635,0.2664,0.4361,1
"2941","Surface Judgment","Incongruent","0.1",0.8,0.3654,0.771,0.2923,0.4739,1
"2942","Surface Judgment","Incongruent","0.1",0.8,0.3686,0.7681,0.2949,0.4799,1
"2943","Surface Judgment","Incongruent","0.1",0.8,0.4321,0.7815,0.3457,0.5529,0.875
"2944","Surface Judgment","Incongruent","0.1",0.8,0.4343,0.7747,0.3474,0.5606,1
"2945","Surface Judgment","Incongruent","0.1",0.8,0.4604,0.7799,0.3683,0.5903,1
"2946","Surface Judgment","Incongruent","0.1",0.8,0.4772,0.7789,0.3818,0.6127,0.714285714285714
"2947","Surface Judgment","Incongruent","0.1",0.8,0.5019,0.7681,0.4015,0.6535,0.714285714285714
"2948","Surface Judgment","Incongruent","0.1",0.8,0.5051,0.7789,0.4041,0.6485,0.666666666666667
"2949","Surface Judgment","Incongruent","0.1",0.8,0.5184,0.7676,0.4148,0.6754,1
"2950","Surface Judgment","Incongruent","0.1",0.8,0.5261,0.7781,0.4209,0.6761,0.888888888888889
"2951","Surface Judgment","Incongruent","0.1",0.8,0.5315,0.7777,0.4252,0.6834,1
"2952","Surface Judgment","Incongruent","0.1",0.8,0.5524,0.7781,0.442,0.71,0.888888888888889
"2953","Surface Judgment","Incongruent","0.1",0.8,0.5589,0.7723,0.4472,0.7238,0.833333333333333
"2954","Surface Judgment","Incongruent","0.1",0.8,0.581,0.7701,0.4648,0.7545,0.8
"2955","Surface Judgment","Incongruent","0.1",0.8,0.5907,0.7695,0.4726,0.7676,1
"2956","Surface Judgment","Incongruent","0.1",0.8,0.6131,0.773,0.4905,0.7931,0.7
"2957","Surface Judgment","Incongruent","0.1",0.8,0.6218,0.7929,0.4974,0.7842,0.833333333333333
"2958","Surface Judgment","Incongruent","0.1",0.8,0.6354,0.7673,0.5083,0.8281,0.875
"2959","Surface Judgment","Incongruent","0.1",0.8,0.652,0.7841,0.5216,0.8315,1
"2960","Surface Judgment","Incongruent","0.1",0.8,0.6546,0.8332,0.5237,0.7857,0.444444444444444
"2961","Surface Judgment","Incongruent","0.1",0.8,0.6598,0.7735,0.5279,0.853,0.75
"2962","Surface Judgment","Incongruent","0.1",0.8,0.6801,0.7761,0.5441,0.8763,0.5
"2963","Surface Judgment","Incongruent","0.1",0.8,0.6873,0.7854,0.5498,0.8751,0.625
"2964","Surface Judgment","Incongruent","0.1",0.8,0.6894,0.7736,0.5515,0.8912,0.5
"2965","Surface Judgment","Incongruent","0.1",0.8,1.3375,0.7737,0.5981,0.9664,0.888888888888889
"2966","Surface Judgment","Incongruent","0.1",0.8,1.3501,0.7782,0.5925,0.9517,1
"2967","Surface Judgment","Incongruent","0.1",0.8,1.3517,0.8327,0.5918,0.8885,0.875
"2968","Surface Judgment","Incongruent","0.1",0.8,1.4521,0.7645,0.5509,0.9008,0.5
"2969","Surface Judgment","Incongruent","0.1",0.8,1.495,0.7913,0.5351,0.8453,0.875
"2970","Surface Judgment","Incongruent","0.1",0.8,1.5508,0.786,0.5158,0.8203,0.777777777777778
"2971","Surface Judgment","Incongruent","0.1",0.8,1.5686,0.7814,0.51,0.8159,1
"2972","Surface Judgment","Incongruent","0.1",0.8,1.581,0.785,0.506,0.8058,1
"2973","Surface Judgment","Incongruent","0.1",0.8,1.5848,0.7858,0.5048,0.803,1
"2974","Surface Judgment","Incongruent","0.1",0.8,1.7036,0.7771,0.4696,0.7554,1
"2975","Surface Judgment","Incongruent","0.1",0.8,1.7198,0.7818,0.4652,0.7438,1
"2976","Surface Judgment","Incongruent","0.1",0.8,1.7299,0.7733,0.4625,0.7475,0.875
"2977","Surface Judgment","Incongruent","0.1",0.8,1.7752,0.7766,0.4506,0.7254,1
"2978","Surface Judgment","Incongruent","0.1",0.8,1.8807,0.7795,0.4254,0.6821,1
"2979","Surface Judgment","Incongruent","0.1",0.8,1.8971,0.7748,0.4217,0.6803,1
"2980","Surface Judgment","Incongruent","0.1",0.8,1.9008,0.7844,0.4209,0.6707,1
"2981","Surface Judgment","Incongruent","0.1",0.8,1.9616,0.7714,0.4078,0.6609,1
"2982","Surface Judgment","Incongruent","0.1",0.8,2.1221,0.7763,0.377,0.607,1
"2983","Surface Judgment","Incongruent","0.1",0.8,2.1251,0.829,0.3765,0.5676,1
"2984","Surface Judgment","Incongruent","0.1",0.8,2.1487,0.7747,0.3723,0.6007,1
"2985","Surface Judgment","Incongruent","0.1",0.8,2.3226,0.7756,0.3444,0.5551,1
"2986","Surface Judgment","Incongruent","0.1",0.8,2.3791,0.782,0.3363,0.5375,1
"2987","Surface Judgment","Incongruent","0.1",0.8,2.4776,0.7739,0.3229,0.5215,1
"2988","Surface Judgment","Incongruent","0.1",0.8,2.6097,0.8348,0.3066,0.459,0.875
"2989","Surface Judgment","Incongruent","0.1",0.8,3.1748,0.8342,0.252,0.3776,1
"2990","Surface Judgment","Incongruent","0.5",0.5,0.0913,0.4847,0.0457,0.1884,1
"2991","Surface Judgment","Incongruent","0.5",0.5,0.1204,0.4748,0.0602,0.2535,0.888888888888889
"2992","Surface Judgment","Incongruent","0.5",0.5,0.1335,0.4985,0.0667,0.2678,1
"2993","Surface Judgment","Incongruent","0.5",0.5,0.1486,0.4772,0.0743,0.3115,1
"2994","Surface Judgment","Incongruent","0.5",0.5,0.1489,0.481,0.0744,0.3095,1
"2995","Surface Judgment","Incongruent","0.5",0.5,0.1723,0.4863,0.0861,0.3543,1
"2996","Surface Judgment","Incongruent","0.5",0.5,0.1904,0.506,0.0952,0.3763,1
"2997","Surface Judgment","Incongruent","0.5",0.5,0.2501,0.4936,0.1251,0.5067,1
"2998","Surface Judgment","Incongruent","0.5",0.5,0.2572,0.4829,0.1286,0.5327,1
"2999","Surface Judgment","Incongruent","0.5",0.5,0.2578,0.4873,0.1289,0.529,0.923076923076923
"3000","Surface Judgment","Incongruent","0.5",0.5,0.2739,0.4882,0.1369,0.561,0.818181818181818
"3001","Surface Judgment","Incongruent","0.5",0.5,0.2747,0.4919,0.1373,0.5583,1
"3002","Surface Judgment","Incongruent","0.5",0.5,0.296,0.4776,0.148,0.6197,1
"3003","Surface Judgment","Incongruent","0.5",0.5,0.3037,0.5014,0.1518,0.6057,1
"3004","Surface Judgment","Incongruent","0.5",0.5,0.3062,0.5012,0.1531,0.611,1
"3005","Surface Judgment","Incongruent","0.5",0.5,0.3148,0.5121,0.1574,0.6148,1
"3006","Surface Judgment","Incongruent","0.5",0.5,0.3223,0.5091,0.1612,0.6331,1
"3007","Surface Judgment","Incongruent","0.5",0.5,0.332,0.4819,0.166,0.6889,1
"3008","Surface Judgment","Incongruent","0.5",0.5,0.3686,0.4994,0.1843,0.7381,1
"3009","Surface Judgment","Incongruent","0.5",0.5,0.3701,0.5085,0.1851,0.7279,1
"3010","Surface Judgment","Incongruent","0.5",0.5,0.373,0.4864,0.1865,0.7669,1
"3011","Surface Judgment","Incongruent","0.5",0.5,0.3885,0.5079,0.1943,0.765,0.833333333333333
"3012","Surface Judgment","Incongruent","0.5",0.5,2.088,0.5021,0.2395,0.9539,0.888888888888889
"3013","Surface Judgment","Incongruent","0.5",0.5,2.0881,0.4816,0.2395,0.9945,0.846153846153846
"3014","Surface Judgment","Incongruent","0.5",0.5,2.121,0.4964,0.2357,0.9497,0.928571428571429
"3015","Surface Judgment","Incongruent","0.5",0.5,2.1384,0.4918,0.2338,0.9509,1
"3016","Surface Judgment","Incongruent","0.5",0.5,2.1664,0.4979,0.2308,0.9272,0.75
"3017","Surface Judgment","Incongruent","0.5",0.5,2.2694,0.4997,0.2203,0.8819,1
"3018","Surface Judgment","Incongruent","0.5",0.5,2.3022,0.4929,0.2172,0.8813,0.818181818181818
"3019","Surface Judgment","Incongruent","0.5",0.5,2.4344,0.4854,0.2054,0.8463,0.909090909090909
"3020","Surface Judgment","Incongruent","0.5",0.5,2.4774,0.5398,0.2018,0.7478,0.857142857142857
"3021","Surface Judgment","Incongruent","0.5",0.5,2.5261,0.5104,0.1979,0.7756,0.909090909090909
"3022","Surface Judgment","Incongruent","0.5",0.5,2.5491,0.4915,0.1961,0.7982,0.888888888888889
"3023","Surface Judgment","Incongruent","0.5",0.5,2.8489,0.4932,0.1755,0.7118,0.916666666666667
"3024","Surface Judgment","Incongruent","0.5",0.5,2.8679,0.5035,0.1743,0.6925,0.875
